value,value_label,cohort,variable,variable_label
,".y=no exit interview, no death recorded",HRS,redressh,redressh:exit r got help-dressing
,".z=no exit interview, death recorded",HRS,redressh,redressh:exit r got help-dressing
0,0.no,HRS,rewalkrh,rewalkrh:exit r got help-walk across room
1,1.yes,HRS,rewalkrh,rewalkrh:exit r got help-walk across room
2,2.couldn't do,HRS,rewalkrh,rewalkrh:exit r got help-walk across room
7,7.didn't do,HRS,rewalkrh,rewalkrh:exit r got help-walk across room
,.d=dk,HRS,rewalkrh,rewalkrh:exit r got help-walk across room
,.m=oth missing,HRS,rewalkrh,rewalkrh:exit r got help-walk across room
,.q=not asked this wv,HRS,rewalkrh,rewalkrh:exit r got help-walk across room
,.r=rf,HRS,rewalkrh,rewalkrh:exit r got help-walk across room
,.s=skip,HRS,rewalkrh,rewalkrh:exit r got help-walk across room
,".y=no exit interview, no death recorded",HRS,rewalkrh,rewalkrh:exit r got help-walk across room
,".z=no exit interview, death recorded",HRS,rewalkrh,rewalkrh:exit r got help-walk across room
0,0.no,HRS,rebathh,"rebathh:exit r got help-bathing, showering"
1,1.yes,HRS,rebathh,"rebathh:exit r got help-bathing, showering"
2,2.couldn't do,HRS,rebathh,"rebathh:exit r got help-bathing, showering"
7,7.didn't do,HRS,rebathh,"rebathh:exit r got help-bathing, showering"
,.d=dk,HRS,rebathh,"rebathh:exit r got help-bathing, showering"
,.m=oth missing,HRS,rebathh,"rebathh:exit r got help-bathing, showering"
,.q=not asked this wv,HRS,rebathh,"rebathh:exit r got help-bathing, showering"
,.r=rf,HRS,rebathh,"rebathh:exit r got help-bathing, showering"
,.s=skip,HRS,rebathh,"rebathh:exit r got help-bathing, showering"
,".y=no exit interview, no death recorded",HRS,rebathh,"rebathh:exit r got help-bathing, showering"
,".z=no exit interview, death recorded",HRS,rebathh,"rebathh:exit r got help-bathing, showering"
0,0.no,HRS,reeath,reeath:exit r got help-eating
1,1.yes,HRS,reeath,reeath:exit r got help-eating
2,2.couldn't do,HRS,reeath,reeath:exit r got help-eating
7,7.didn't do,HRS,reeath,reeath:exit r got help-eating
,.d=dk,HRS,reeath,reeath:exit r got help-eating
,.m=oth missing,HRS,reeath,reeath:exit r got help-eating
,.q=not asked this wv,HRS,reeath,reeath:exit r got help-eating
,.r=rf,HRS,reeath,reeath:exit r got help-eating
,.s=skip,HRS,reeath,reeath:exit r got help-eating
,".y=no exit interview, no death recorded",HRS,reeath,reeath:exit r got help-eating
,".z=no exit interview, death recorded",HRS,reeath,reeath:exit r got help-eating
0,0.no,HRS,rebedh,rebedh:exit r got help-get in/out bed
1,1.yes,HRS,rebedh,rebedh:exit r got help-get in/out bed
2,2.couldn't do,HRS,rebedh,rebedh:exit r got help-get in/out bed
7,7.didn't do,HRS,rebedh,rebedh:exit r got help-get in/out bed
,.d=dk,HRS,rebedh,rebedh:exit r got help-get in/out bed
,.m=oth missing,HRS,rebedh,rebedh:exit r got help-get in/out bed
,.q=not asked this wv,HRS,rebedh,rebedh:exit r got help-get in/out bed
,.r=rf,HRS,rebedh,rebedh:exit r got help-get in/out bed
,.s=skip,HRS,rebedh,rebedh:exit r got help-get in/out bed
,".y=no exit interview, no death recorded",HRS,rebedh,rebedh:exit r got help-get in/out bed
,".z=no exit interview, death recorded",HRS,rebedh,rebedh:exit r got help-get in/out bed
0,0.no,HRS,retoilth,retoilth:exit r got help-using the toilet
1,1.yes,HRS,retoilth,retoilth:exit r got help-using the toilet
2,2.couldn't do,HRS,retoilth,retoilth:exit r got help-using the toilet
7,7.didn't do,HRS,retoilth,retoilth:exit r got help-using the toilet
,.d=dk,HRS,retoilth,retoilth:exit r got help-using the toilet
,.m=oth missing,HRS,retoilth,retoilth:exit r got help-using the toilet
,.q=not asked this wv,HRS,retoilth,retoilth:exit r got help-using the toilet
,.r=rf,HRS,retoilth,retoilth:exit r got help-using the toilet
,.s=skip,HRS,retoilth,retoilth:exit r got help-using the toilet
,".y=no exit interview, no death recorded",HRS,retoilth,retoilth:exit r got help-using the toilet
,".z=no exit interview, death recorded",HRS,retoilth,retoilth:exit r got help-using the toilet
0,0.no,HRS,remealsh,remealsh:exit r got help-preparing hot meals
1,1.yes,HRS,remealsh,remealsh:exit r got help-preparing hot meals
2,2.couldn't do,HRS,remealsh,remealsh:exit r got help-preparing hot meals
7,7.didn't do,HRS,remealsh,remealsh:exit r got help-preparing hot meals
,.d=dk,HRS,remealsh,remealsh:exit r got help-preparing hot meals
,.m=oth missing,HRS,remealsh,remealsh:exit r got help-preparing hot meals
,.q=not asked this wv,HRS,remealsh,remealsh:exit r got help-preparing hot meals
,.r=rf,HRS,remealsh,remealsh:exit r got help-preparing hot meals
,.s=skip,HRS,remealsh,remealsh:exit r got help-preparing hot meals
,".y=no exit interview, no death recorded",HRS,remealsh,remealsh:exit r got help-preparing hot meals
,".z=no exit interview, death recorded",HRS,remealsh,remealsh:exit r got help-preparing hot meals
0,0.no,HRS,reshoph,reshoph:exit r got help-shop for grocery
1,1.yes,HRS,reshoph,reshoph:exit r got help-shop for grocery
2,2.couldn't do,HRS,reshoph,reshoph:exit r got help-shop for grocery
7,7.didn't do,HRS,reshoph,reshoph:exit r got help-shop for grocery
,.d=dk,HRS,reshoph,reshoph:exit r got help-shop for grocery
,.m=oth missing,HRS,reshoph,reshoph:exit r got help-shop for grocery
,.q=not asked this wv,HRS,reshoph,reshoph:exit r got help-shop for grocery
,.r=rf,HRS,reshoph,reshoph:exit r got help-shop for grocery
,.s=skip,HRS,reshoph,reshoph:exit r got help-shop for grocery
,".y=no exit interview, no death recorded",HRS,reshoph,reshoph:exit r got help-shop for grocery
,".z=no exit interview, death recorded",HRS,reshoph,reshoph:exit r got help-shop for grocery
0,0.no,HRS,rephoneh,rephoneh:exit r got help-use telephone
1,1.yes,HRS,rephoneh,rephoneh:exit r got help-use telephone
2,2.couldn't do,HRS,rephoneh,rephoneh:exit r got help-use telephone
7,7.didn't do,HRS,rephoneh,rephoneh:exit r got help-use telephone
,.d=dk,HRS,rephoneh,rephoneh:exit r got help-use telephone
,.m=oth missing,HRS,rephoneh,rephoneh:exit r got help-use telephone
,.q=not asked this wv,HRS,rephoneh,rephoneh:exit r got help-use telephone
,.r=rf,HRS,rephoneh,rephoneh:exit r got help-use telephone
,.s=skip,HRS,rephoneh,rephoneh:exit r got help-use telephone
,".y=no exit interview, no death recorded",HRS,rephoneh,rephoneh:exit r got help-use telephone
,".z=no exit interview, death recorded",HRS,rephoneh,rephoneh:exit r got help-use telephone
0,0.no,HRS,remedsh,remedsh:exit r got help-take medications
1,1.yes,HRS,remedsh,remedsh:exit r got help-take medications
2,2.couldn't do,HRS,remedsh,remedsh:exit r got help-take medications
7,7.didn't do,HRS,remedsh,remedsh:exit r got help-take medications
,.d=dk,HRS,remedsh,remedsh:exit r got help-take medications
,.m=oth missing,HRS,remedsh,remedsh:exit r got help-take medications
,.q=not asked this wv,HRS,remedsh,remedsh:exit r got help-take medications
,.r=rf,HRS,remedsh,remedsh:exit r got help-take medications
,.s=skip,HRS,remedsh,remedsh:exit r got help-take medications
,".y=no exit interview, no death recorded",HRS,remedsh,remedsh:exit r got help-take medications
,".z=no exit interview, death recorded",HRS,remedsh,remedsh:exit r got help-take medications
0,0.no,HRS,rebedrid,rebedrid:exit bedridden around time of death
1,1.yes,HRS,rebedrid,rebedrid:exit bedridden around time of death
,.d=dk,HRS,rebedrid,rebedrid:exit bedridden around time of death
,.m=oth missing,HRS,rebedrid,rebedrid:exit bedridden around time of death
,.q=not asked this wv,HRS,rebedrid,rebedrid:exit bedridden around time of death
,.r=rf,HRS,rebedrid,rebedrid:exit bedridden around time of death
,".y=no exit interview, no death recorded",HRS,rebedrid,rebedrid:exit bedridden around time of death
,".z=no exit interview, death recorded",HRS,rebedrid,rebedrid:exit bedridden around time of death
0,0.no,HRS,remoneyh,remoneyh:exit r got help-managing money
1,1.yes,HRS,remoneyh,remoneyh:exit r got help-managing money
2,2.couldn't do,HRS,remoneyh,remoneyh:exit r got help-managing money
7,7.didn't do,HRS,remoneyh,remoneyh:exit r got help-managing money
,.d=dk,HRS,remoneyh,remoneyh:exit r got help-managing money
,.m=oth missing,HRS,remoneyh,remoneyh:exit r got help-managing money
,.q=not asked this wv,HRS,remoneyh,remoneyh:exit r got help-managing money
,.r=rf,HRS,remoneyh,remoneyh:exit r got help-managing money
,.s=skip,HRS,remoneyh,remoneyh:exit r got help-managing money
,".y=no exit interview, no death recorded",HRS,remoneyh,remoneyh:exit r got help-managing money
,".z=no exit interview, death recorded",HRS,remoneyh,remoneyh:exit r got help-managing money
0,0.no,HRS,resuper,resuper:exit r supervised for safety
1,1.yes,HRS,resuper,resuper:exit r supervised for safety
,.d=dk,HRS,resuper,resuper:exit r supervised for safety
,.m=oth missing,HRS,resuper,resuper:exit r supervised for safety
,.q=not asked this wv,HRS,resuper,resuper:exit r supervised for safety
,.r=rf,HRS,resuper,resuper:exit r supervised for safety
,.s=skip,HRS,resuper,resuper:exit r supervised for safety
,".y=no exit interview, no death recorded",HRS,resuper,resuper:exit r supervised for safety
,".z=no exit interview, death recorded",HRS,resuper,resuper:exit r supervised for safety
-22,.v:SP NR,ELSA,r1iwstat,r1iwstat:w1 r interview status
-21,.u:Unmar,ELSA,r1iwstat,r1iwstat:w1 r interview status
0,0.inap.,ELSA,r1iwstat,r1iwstat:w1 r interview status
1,"1.resp, alive",ELSA,r1iwstat,r1iwstat:w1 r interview status
3,"3.nr, died before wv1",ELSA,r1iwstat,r1iwstat:w1 r interview status
4,"4.nr, alive",ELSA,r1iwstat,r1iwstat:w1 r interview status
5,"5.nr, died this wv",ELSA,r1iwstat,r1iwstat:w1 r interview status
6,"6.nr, died prev wv",ELSA,r1iwstat,r1iwstat:w1 r interview status
7,"7.nr, dropped from samp",ELSA,r1iwstat,r1iwstat:w1 r interview status
9,"9.nr, dk if alive or died",ELSA,r1iwstat,r1iwstat:w1 r interview status
-22,.v:SP NR,ELSA,r2iwstat,r2iwstat:w2 r interview status
-21,.u:Unmar,ELSA,r2iwstat,r2iwstat:w2 r interview status
0,0.inap.,ELSA,r2iwstat,r2iwstat:w2 r interview status
1,"1.resp, alive",ELSA,r2iwstat,r2iwstat:w2 r interview status
3,"3.nr, died before wv1",ELSA,r2iwstat,r2iwstat:w2 r interview status
4,"4.nr, alive",ELSA,r2iwstat,r2iwstat:w2 r interview status
5,"5.nr, died this wv",ELSA,r2iwstat,r2iwstat:w2 r interview status
6,"6.nr, died prev wv",ELSA,r2iwstat,r2iwstat:w2 r interview status
7,"7.nr, dropped from samp",ELSA,r2iwstat,r2iwstat:w2 r interview status
9,"9.nr, dk if alive or died",ELSA,r2iwstat,r2iwstat:w2 r interview status
-22,.v:SP NR,ELSA,r3iwstat,r3iwstat:w3 r interview status
-21,.u:Unmar,ELSA,r3iwstat,r3iwstat:w3 r interview status
0,0.inap.,ELSA,r3iwstat,r3iwstat:w3 r interview status
1,"1.resp, alive",ELSA,r3iwstat,r3iwstat:w3 r interview status
3,"3.nr, died before wv1",ELSA,r3iwstat,r3iwstat:w3 r interview status
4,"4.nr, alive",ELSA,r3iwstat,r3iwstat:w3 r interview status
5,"5.nr, died this wv",ELSA,r3iwstat,r3iwstat:w3 r interview status
6,"6.nr, died prev wv",ELSA,r3iwstat,r3iwstat:w3 r interview status
7,"7.nr, dropped from samp",ELSA,r3iwstat,r3iwstat:w3 r interview status
9,"9.nr, dk if alive or died",ELSA,r3iwstat,r3iwstat:w3 r interview status
-22,.v:SP NR,ELSA,r4iwstat,r4iwstat:w4 r interview status
-21,.u:Unmar,ELSA,r4iwstat,r4iwstat:w4 r interview status
0,0.inap.,ELSA,r4iwstat,r4iwstat:w4 r interview status
1,"1.resp, alive",ELSA,r4iwstat,r4iwstat:w4 r interview status
3,"3.nr, died before wv1",ELSA,r4iwstat,r4iwstat:w4 r interview status
4,"4.nr, alive",ELSA,r4iwstat,r4iwstat:w4 r interview status
5,"5.nr, died this wv",ELSA,r4iwstat,r4iwstat:w4 r interview status
6,"6.nr, died prev wv",ELSA,r4iwstat,r4iwstat:w4 r interview status
7,"7.nr, dropped from samp",ELSA,r4iwstat,r4iwstat:w4 r interview status
9,"9.nr, dk if alive or died",ELSA,r4iwstat,r4iwstat:w4 r interview status
-22,.v:SP NR,ELSA,r5iwstat,r5iwstat:w5 r interview status
-21,.u:Unmar,ELSA,r5iwstat,r5iwstat:w5 r interview status
0,0.inap.,ELSA,r5iwstat,r5iwstat:w5 r interview status
1,"1.resp, alive",ELSA,r5iwstat,r5iwstat:w5 r interview status
3,"3.nr, died before wv1",ELSA,r5iwstat,r5iwstat:w5 r interview status
4,"4.nr, alive",ELSA,r5iwstat,r5iwstat:w5 r interview status
5,"5.nr, died this wv",ELSA,r5iwstat,r5iwstat:w5 r interview status
6,"6.nr, died prev wv",ELSA,r5iwstat,r5iwstat:w5 r interview status
7,"7.nr, dropped from samp",ELSA,r5iwstat,r5iwstat:w5 r interview status
9,"9.nr, dk if alive or died",ELSA,r5iwstat,r5iwstat:w5 r interview status
-22,.v:SP NR,ELSA,r6iwstat,r6iwstat:w6 r interview status
-21,.u:Unmar,ELSA,r6iwstat,r6iwstat:w6 r interview status
0,0.inap.,ELSA,r6iwstat,r6iwstat:w6 r interview status
1,"1.resp, alive",ELSA,r6iwstat,r6iwstat:w6 r interview status
3,"3.nr, died before wv1",ELSA,r6iwstat,r6iwstat:w6 r interview status
4,"4.nr, alive",ELSA,r6iwstat,r6iwstat:w6 r interview status
5,"5.nr, died this wv",ELSA,r6iwstat,r6iwstat:w6 r interview status
6,"6.nr, died prev wv",ELSA,r6iwstat,r6iwstat:w6 r interview status
7,"7.nr, dropped from samp",ELSA,r6iwstat,r6iwstat:w6 r interview status
9,"9.nr, dk if alive or died",ELSA,r6iwstat,r6iwstat:w6 r interview status
-22,.v:SP NR,ELSA,r7iwstat,r7iwstat:w7 r interview status
-21,.u:Unmar,ELSA,r7iwstat,r7iwstat:w7 r interview status
0,0.inap.,ELSA,r7iwstat,r7iwstat:w7 r interview status
1,"1.resp, alive",ELSA,r7iwstat,r7iwstat:w7 r interview status
3,"3.nr, died before wv1",ELSA,r7iwstat,r7iwstat:w7 r interview status
4,"4.nr, alive",ELSA,r7iwstat,r7iwstat:w7 r interview status
5,"5.nr, died this wv",ELSA,r7iwstat,r7iwstat:w7 r interview status
6,"6.nr, died prev wv",ELSA,r7iwstat,r7iwstat:w7 r interview status
7,"7.nr, dropped from samp",ELSA,r7iwstat,r7iwstat:w7 r interview status
9,"9.nr, dk if alive or died",ELSA,r7iwstat,r7iwstat:w7 r interview status
-22,.v:SP NR,ELSA,r8iwstat,r8iwstat:w8 r interview status
-21,.u:Unmar,ELSA,r8iwstat,r8iwstat:w8 r interview status
0,0.inap.,ELSA,r8iwstat,r8iwstat:w8 r interview status
1,"1.resp, alive",ELSA,r8iwstat,r8iwstat:w8 r interview status
3,"3.nr, died before wv1",ELSA,r8iwstat,r8iwstat:w8 r interview status
4,"4.nr, alive",ELSA,r8iwstat,r8iwstat:w8 r interview status
5,"5.nr, died this wv",ELSA,r8iwstat,r8iwstat:w8 r interview status
6,"6.nr, died prev wv",ELSA,r8iwstat,r8iwstat:w8 r interview status
7,"7.nr, dropped from samp",ELSA,r8iwstat,r8iwstat:w8 r interview status
9,"9.nr, dk if alive or died",ELSA,r8iwstat,r8iwstat:w8 r interview status
-22,.v:SP NR,ELSA,r9iwstat,r9iwstat:w9 r interview status
-21,.u:Unmar,ELSA,r9iwstat,r9iwstat:w9 r interview status
0,0.inap.,ELSA,r9iwstat,r9iwstat:w9 r interview status
1,"1.resp, alive",ELSA,r9iwstat,r9iwstat:w9 r interview status
3,"3.nr, died before wv1",ELSA,r9iwstat,r9iwstat:w9 r interview status
4,"4.nr, alive",ELSA,r9iwstat,r9iwstat:w9 r interview status
5,"5.nr, died this wv",ELSA,r9iwstat,r9iwstat:w9 r interview status
6,"6.nr, died prev wv",ELSA,r9iwstat,r9iwstat:w9 r interview status
7,"7.nr, dropped from samp",ELSA,r9iwstat,r9iwstat:w9 r interview status
9,"9.nr, dk if alive or died",ELSA,r9iwstat,r9iwstat:w9 r interview status
-22,.v:SP NR,ELSA,r10iwstat,r10iwstat:w10 r interview status
-21,.u:Unmar,ELSA,r10iwstat,r10iwstat:w10 r interview status
0,0.inap.,ELSA,r10iwstat,r10iwstat:w10 r interview status
1,"1.resp, alive",ELSA,r10iwstat,r10iwstat:w10 r interview status
3,"3.nr, died before wv1",ELSA,r10iwstat,r10iwstat:w10 r interview status
4,"4.nr, alive",ELSA,r10iwstat,r10iwstat:w10 r interview status
5,"5.nr, died this wv",ELSA,r10iwstat,r10iwstat:w10 r interview status
6,"6.nr, died prev wv",ELSA,r10iwstat,r10iwstat:w10 r interview status
7,"7.nr, dropped from samp",ELSA,r10iwstat,r10iwstat:w10 r interview status
9,"9.nr, dk if alive or died",ELSA,r10iwstat,r10iwstat:w10 r interview status
-22,.v:SP NR,ELSA,s1iwstat,s1iwstat:w1 s interview status
-21,.u:Unmar,ELSA,s1iwstat,s1iwstat:w1 s interview status
0,0.inap.,ELSA,s1iwstat,s1iwstat:w1 s interview status
1,"1.resp, alive",ELSA,s1iwstat,s1iwstat:w1 s interview status
3,"3.nr, died before wv1",ELSA,s1iwstat,s1iwstat:w1 s interview status
4,"4.nr, alive",ELSA,s1iwstat,s1iwstat:w1 s interview status
5,"5.nr, died this wv",ELSA,s1iwstat,s1iwstat:w1 s interview status
6,"6.nr, died prev wv",ELSA,s1iwstat,s1iwstat:w1 s interview status
7,"7.nr, dropped from samp",ELSA,s1iwstat,s1iwstat:w1 s interview status
9,"9.nr, dk if alive or died",ELSA,s1iwstat,s1iwstat:w1 s interview status
-22,.v:SP NR,ELSA,s2iwstat,s2iwstat:w2 s interview status
-21,.u:Unmar,ELSA,s2iwstat,s2iwstat:w2 s interview status
0,0.inap.,ELSA,s2iwstat,s2iwstat:w2 s interview status
1,"1.resp, alive",ELSA,s2iwstat,s2iwstat:w2 s interview status
3,"3.nr, died before wv1",ELSA,s2iwstat,s2iwstat:w2 s interview status
4,"4.nr, alive",ELSA,s2iwstat,s2iwstat:w2 s interview status
5,"5.nr, died this wv",ELSA,s2iwstat,s2iwstat:w2 s interview status
6,"6.nr, died prev wv",ELSA,s2iwstat,s2iwstat:w2 s interview status
7,"7.nr, dropped from samp",ELSA,s2iwstat,s2iwstat:w2 s interview status
9,"9.nr, dk if alive or died",ELSA,s2iwstat,s2iwstat:w2 s interview status
-22,.v:SP NR,ELSA,s3iwstat,s3iwstat:w3 s interview status
-21,.u:Unmar,ELSA,s3iwstat,s3iwstat:w3 s interview status
0,0.inap.,ELSA,s3iwstat,s3iwstat:w3 s interview status
1,"1.resp, alive",ELSA,s3iwstat,s3iwstat:w3 s interview status
3,"3.nr, died before wv1",ELSA,s3iwstat,s3iwstat:w3 s interview status
4,"4.nr, alive",ELSA,s3iwstat,s3iwstat:w3 s interview status
5,"5.nr, died this wv",ELSA,s3iwstat,s3iwstat:w3 s interview status
6,"6.nr, died prev wv",ELSA,s3iwstat,s3iwstat:w3 s interview status
7,"7.nr, dropped from samp",ELSA,s3iwstat,s3iwstat:w3 s interview status
9,"9.nr, dk if alive or died",ELSA,s3iwstat,s3iwstat:w3 s interview status
-22,.v:SP NR,ELSA,s4iwstat,s4iwstat:w4 s interview status
-21,.u:Unmar,ELSA,s4iwstat,s4iwstat:w4 s interview status
0,0.inap.,ELSA,s4iwstat,s4iwstat:w4 s interview status
1,"1.resp, alive",ELSA,s4iwstat,s4iwstat:w4 s interview status
3,"3.nr, died before wv1",ELSA,s4iwstat,s4iwstat:w4 s interview status
4,"4.nr, alive",ELSA,s4iwstat,s4iwstat:w4 s interview status
5,"5.nr, died this wv",ELSA,s4iwstat,s4iwstat:w4 s interview status
6,"6.nr, died prev wv",ELSA,s4iwstat,s4iwstat:w4 s interview status
7,"7.nr, dropped from samp",ELSA,s4iwstat,s4iwstat:w4 s interview status
9,"9.nr, dk if alive or died",ELSA,s4iwstat,s4iwstat:w4 s interview status
-22,.v:SP NR,ELSA,s5iwstat,s5iwstat:w5 s interview status
-21,.u:Unmar,ELSA,s5iwstat,s5iwstat:w5 s interview status
0,0.inap.,ELSA,s5iwstat,s5iwstat:w5 s interview status
1,"1.resp, alive",ELSA,s5iwstat,s5iwstat:w5 s interview status
3,"3.nr, died before wv1",ELSA,s5iwstat,s5iwstat:w5 s interview status
4,"4.nr, alive",ELSA,s5iwstat,s5iwstat:w5 s interview status
5,"5.nr, died this wv",ELSA,s5iwstat,s5iwstat:w5 s interview status
6,"6.nr, died prev wv",ELSA,s5iwstat,s5iwstat:w5 s interview status
7,"7.nr, dropped from samp",ELSA,s5iwstat,s5iwstat:w5 s interview status
9,"9.nr, dk if alive or died",ELSA,s5iwstat,s5iwstat:w5 s interview status
-22,.v:SP NR,ELSA,s6iwstat,s6iwstat:w6 s interview status
-21,.u:Unmar,ELSA,s6iwstat,s6iwstat:w6 s interview status
0,0.inap.,ELSA,s6iwstat,s6iwstat:w6 s interview status
1,"1.resp, alive",ELSA,s6iwstat,s6iwstat:w6 s interview status
3,"3.nr, died before wv1",ELSA,s6iwstat,s6iwstat:w6 s interview status
4,"4.nr, alive",ELSA,s6iwstat,s6iwstat:w6 s interview status
5,"5.nr, died this wv",ELSA,s6iwstat,s6iwstat:w6 s interview status
6,"6.nr, died prev wv",ELSA,s6iwstat,s6iwstat:w6 s interview status
7,"7.nr, dropped from samp",ELSA,s6iwstat,s6iwstat:w6 s interview status
9,"9.nr, dk if alive or died",ELSA,s6iwstat,s6iwstat:w6 s interview status
-22,.v:SP NR,ELSA,s7iwstat,s7iwstat:w7 s interview status
-21,.u:Unmar,ELSA,s7iwstat,s7iwstat:w7 s interview status
0,0.inap.,ELSA,s7iwstat,s7iwstat:w7 s interview status
1,"1.resp, alive",ELSA,s7iwstat,s7iwstat:w7 s interview status
3,"3.nr, died before wv1",ELSA,s7iwstat,s7iwstat:w7 s interview status
4,"4.nr, alive",ELSA,s7iwstat,s7iwstat:w7 s interview status
5,"5.nr, died this wv",ELSA,s7iwstat,s7iwstat:w7 s interview status
6,"6.nr, died prev wv",ELSA,s7iwstat,s7iwstat:w7 s interview status
7,"7.nr, dropped from samp",ELSA,s7iwstat,s7iwstat:w7 s interview status
9,"9.nr, dk if alive or died",ELSA,s7iwstat,s7iwstat:w7 s interview status
-22,.v:SP NR,ELSA,s8iwstat,s8iwstat:w8 s interview status
-21,.u:Unmar,ELSA,s8iwstat,s8iwstat:w8 s interview status
0,0.inap.,ELSA,s8iwstat,s8iwstat:w8 s interview status
1,"1.resp, alive",ELSA,s8iwstat,s8iwstat:w8 s interview status
3,"3.nr, died before wv1",ELSA,s8iwstat,s8iwstat:w8 s interview status
4,"4.nr, alive",ELSA,s8iwstat,s8iwstat:w8 s interview status
5,"5.nr, died this wv",ELSA,s8iwstat,s8iwstat:w8 s interview status
6,"6.nr, died prev wv",ELSA,s8iwstat,s8iwstat:w8 s interview status
7,"7.nr, dropped from samp",ELSA,s8iwstat,s8iwstat:w8 s interview status
9,"9.nr, dk if alive or died",ELSA,s8iwstat,s8iwstat:w8 s interview status
-22,.v:SP NR,ELSA,s9iwstat,s9iwstat:w9 s interview status
-21,.u:Unmar,ELSA,s9iwstat,s9iwstat:w9 s interview status
0,0.inap.,ELSA,s9iwstat,s9iwstat:w9 s interview status
1,"1.resp, alive",ELSA,s9iwstat,s9iwstat:w9 s interview status
3,"3.nr, died before wv1",ELSA,s9iwstat,s9iwstat:w9 s interview status
4,"4.nr, alive",ELSA,s9iwstat,s9iwstat:w9 s interview status
5,"5.nr, died this wv",ELSA,s9iwstat,s9iwstat:w9 s interview status
6,"6.nr, died prev wv",ELSA,s9iwstat,s9iwstat:w9 s interview status
7,"7.nr, dropped from samp",ELSA,s9iwstat,s9iwstat:w9 s interview status
9,"9.nr, dk if alive or died",ELSA,s9iwstat,s9iwstat:w9 s interview status
-22,.v:SP NR,ELSA,s10iwstat,s10iwstat:w10 s interview status
-21,.u:Unmar,ELSA,s10iwstat,s10iwstat:w10 s interview status
0,0.inap.,ELSA,s10iwstat,s10iwstat:w10 s interview status
1,"1.resp, alive",ELSA,s10iwstat,s10iwstat:w10 s interview status
3,"3.nr, died before wv1",ELSA,s10iwstat,s10iwstat:w10 s interview status
4,"4.nr, alive",ELSA,s10iwstat,s10iwstat:w10 s interview status
5,"5.nr, died this wv",ELSA,s10iwstat,s10iwstat:w10 s interview status
6,"6.nr, died prev wv",ELSA,s10iwstat,s10iwstat:w10 s interview status
7,"7.nr, dropped from samp",ELSA,s10iwstat,s10iwstat:w10 s interview status
9,"9.nr, dk if alive or died",ELSA,s10iwstat,s10iwstat:w10 s interview status
1,1.continuous value,ELSA,h1afmort,h1afmort:w1 flag: value of mortgage/prim res
2,2.closed range bracket,ELSA,h1afmort,h1afmort:w1 flag: value of mortgage/prim res
3,3.open range bracket,ELSA,h1afmort,h1afmort:w1 flag: value of mortgage/prim res
5,5.no value/bracket,ELSA,h1afmort,h1afmort:w1 flag: value of mortgage/prim res
6,6.no asset,ELSA,h1afmort,h1afmort:w1 flag: value of mortgage/prim res
7,7.dk ownership,ELSA,h1afmort,h1afmort:w1 flag: value of mortgage/prim res
8,8.non-sample member,ELSA,h1afmort,h1afmort:w1 flag: value of mortgage/prim res
9,9.non-responding spouse,ELSA,h1afmort,h1afmort:w1 flag: value of mortgage/prim res
10,10.institutional interview,ELSA,h1afmort,h1afmort:w1 flag: value of mortgage/prim res
1,1.continuous value,ELSA,h2afmort,h2afmort:w2 flag: value of mortgage/prim res
2,2.closed range bracket,ELSA,h2afmort,h2afmort:w2 flag: value of mortgage/prim res
3,3.open range bracket,ELSA,h2afmort,h2afmort:w2 flag: value of mortgage/prim res
5,5.no value/bracket,ELSA,h2afmort,h2afmort:w2 flag: value of mortgage/prim res
6,6.no asset,ELSA,h2afmort,h2afmort:w2 flag: value of mortgage/prim res
7,7.dk ownership,ELSA,h2afmort,h2afmort:w2 flag: value of mortgage/prim res
8,8.non-sample member,ELSA,h2afmort,h2afmort:w2 flag: value of mortgage/prim res
9,9.non-responding spouse,ELSA,h2afmort,h2afmort:w2 flag: value of mortgage/prim res
10,10.institutional interview,ELSA,h2afmort,h2afmort:w2 flag: value of mortgage/prim res
1,1.continuous value,ELSA,h3afmort,h3afmort:w3 flag: value of mortgage/prim res
2,2.closed range bracket,ELSA,h3afmort,h3afmort:w3 flag: value of mortgage/prim res
3,3.open range bracket,ELSA,h3afmort,h3afmort:w3 flag: value of mortgage/prim res
5,5.no value/bracket,ELSA,h3afmort,h3afmort:w3 flag: value of mortgage/prim res
6,6.no asset,ELSA,h3afmort,h3afmort:w3 flag: value of mortgage/prim res
7,7.dk ownership,ELSA,h3afmort,h3afmort:w3 flag: value of mortgage/prim res
8,8.non-sample member,ELSA,h3afmort,h3afmort:w3 flag: value of mortgage/prim res
9,9.non-responding spouse,ELSA,h3afmort,h3afmort:w3 flag: value of mortgage/prim res
10,10.institutional interview,ELSA,h3afmort,h3afmort:w3 flag: value of mortgage/prim res
1,1.continuous value,ELSA,h4afmort,h4afmort:w4 flag: value of mortgage/prim res
2,2.closed range bracket,ELSA,h4afmort,h4afmort:w4 flag: value of mortgage/prim res
3,3.open range bracket,ELSA,h4afmort,h4afmort:w4 flag: value of mortgage/prim res
5,5.no value/bracket,ELSA,h4afmort,h4afmort:w4 flag: value of mortgage/prim res
6,6.no asset,ELSA,h4afmort,h4afmort:w4 flag: value of mortgage/prim res
7,7.dk ownership,ELSA,h4afmort,h4afmort:w4 flag: value of mortgage/prim res
8,8.non-sample member,ELSA,h4afmort,h4afmort:w4 flag: value of mortgage/prim res
